SPREFID,USUBJID,OMEXCLFL,OMSTAT,OMREASND,OMTESTCD,OMTEST,OMSPEC,OMSTRES,OMSTRESU,OMDY,SEX
T104244-5,T104244-5-0091,,,,OWBW,Organ to Body Weight Ratio,HEART,0.32252,%,188,F
T104244-5,T104244-5-0091,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.83741,%,188,F
T104244-5,T104244-5-0091,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.558,%,188,F
T104244-5,T104244-5-0091,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.07408,%,188,F
T104244-5,T104244-5-0091,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21733,%,188,F
T104244-5,T104244-5-0091,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.07203,%,188,F
T104244-5,T104244-5-0091,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.23207,%,188,F
T104244-5,T104244-5-0091,,,,WEIGHT,Weight,BRAIN,2.06,g,188,F
T104244-5,T104244-5-0091,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.093,g,188,F
T104244-5,T104244-5-0091,,,,WEIGHT,Weight,HEART,0.788,g,188,F
T104244-5,T104244-5-0091,,,,WEIGHT,Weight,KIDNEY,2.046,g,188,F
T104244-5,T104244-5-0091,,,,WEIGHT,Weight,LIVER,8.693,g,188,F
T104244-5,T104244-5-0091,,,,WEIGHT,Weight,OVARY,0.181,g,188,F
T104244-5,T104244-5-0091,,,,WEIGHT,Weight,SPLEEN,0.531,g,188,F
T104244-5,T104244-5-0091,,,,WEIGHT,Weight,THYMUS,0.176,g,188,F
T104244-5,T104244-5-0091,,,,WEIGHT,Weight,UTERUS,0.567,g,188,F
T104244-5,T104244-5-0095,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.75971,%,189,F
T104244-5,T104244-5-0095,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03792,%,189,F
T104244-5,T104244-5-0095,,,,OWBW,Organ to Body Weight Ratio,HEART,0.39243,%,189,F
T104244-5,T104244-5-0095,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.74775,%,189,F
T104244-5,T104244-5-0095,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.6097,%,189,F
T104244-5,T104244-5-0095,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.10388,%,189,F
T104244-5,T104244-5-0095,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21435,%,189,F
T104244-5,T104244-5-0095,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.10264,%,189,F
T104244-5,T104244-5-0095,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.64841,%,189,F
T104244-5,T104244-5-0095,,,,WEIGHT,Weight,BRAIN,1.843,g,189,F
T104244-5,T104244-5-0095,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.092,g,189,F
T104244-5,T104244-5-0095,,,,WEIGHT,Weight,HEART,0.952,g,189,F
T104244-5,T104244-5-0095,,,,WEIGHT,Weight,KIDNEY,1.814,g,189,F
T104244-5,T104244-5-0095,,,,WEIGHT,Weight,LIVER,8.757,g,189,F
T104244-5,T104244-5-0095,,,,WEIGHT,Weight,OVARY,0.252,g,189,F
T104244-5,T104244-5-0095,,,,WEIGHT,Weight,SPLEEN,0.52,g,189,F
T104244-5,T104244-5-0095,,,,WEIGHT,Weight,THYMUS,0.249,g,189,F
T104244-5,T104244-5-0095,,,,WEIGHT,Weight,UTERUS,1.573,g,189,F
T104244-5,T104244-5-0010,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.55927,%,184,M
T104244-5,T104244-5-0010,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.42398,%,184,M
T104244-5,T104244-5-0010,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01445,%,184,M
T104244-5,T104244-5-0010,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.29132,%,184,M
T104244-5,T104244-5-0010,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.36987,%,184,M
T104244-5,T104244-5-0010,,,,OWBW,Organ to Body Weight Ratio,HEART,0.32836,%,184,M
T104244-5,T104244-5-0010,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.63729,%,184,M
T104244-5,T104244-5-0010,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.1166,%,184,M
T104244-5,T104244-5-0010,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.16786,%,184,M
T104244-5,T104244-5-0010,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.9294,%,184,M
T104244-5,T104244-5-0010,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.06725,%,184,M
T104244-5,T104244-5-0010,,,,WEIGHT,Weight,BRAIN,2.129,g,184,M
T104244-5,T104244-5-0010,,,,WEIGHT,Weight,EPIDIDYMIS,1.614,g,184,M
T104244-5,T104244-5-0010,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.055,g,184,M
T104244-5,T104244-5-0010,,,,WEIGHT,Weight,"GLAND, PROSTATE",1.109,g,184,M
T104244-5,T104244-5-0010,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.408,g,184,M
T104244-5,T104244-5-0010,,,,WEIGHT,Weight,HEART,1.25,g,184,M
T104244-5,T104244-5-0010,,,,WEIGHT,Weight,KIDNEY,2.426,g,184,M
T104244-5,T104244-5-0010,,,,WEIGHT,Weight,LIVER,11.864,g,184,M
T104244-5,T104244-5-0010,,,,WEIGHT,Weight,SPLEEN,0.639,g,184,M
T104244-5,T104244-5-0010,,,,WEIGHT,Weight,TESTIS,3.538,g,184,M
T104244-5,T104244-5-0010,,,,WEIGHT,Weight,THYMUS,0.256,g,184,M
T104244-5,T104244-5-0012,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.55831,%,184,M
T104244-5,T104244-5-0012,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.40368,%,184,M
T104244-5,T104244-5-0012,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01249,%,184,M
T104244-5,T104244-5-0012,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.31375,%,184,M
T104244-5,T104244-5-0012,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.39668,%,184,M
T104244-5,T104244-5-0012,,,,OWBW,Organ to Body Weight Ratio,HEART,0.34273,%,184,M
T104244-5,T104244-5-0012,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.61501,%,184,M
T104244-5,T104244-5-0012,,,,OWBW,Organ to Body Weight Ratio,LIVER,2.9726,%,184,M
T104244-5,T104244-5-0012,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.1826,%,184,M
T104244-5,T104244-5-0012,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.0429,%,184,M
T104244-5,T104244-5-0012,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.05321,%,184,M
T104244-5,T104244-5-0012,,,,WEIGHT,Weight,BRAIN,2.235,g,184,M
T104244-5,T104244-5-0012,,,,WEIGHT,Weight,EPIDIDYMIS,1.616,g,184,M
T104244-5,T104244-5-0012,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.05,g,184,M
T104244-5,T104244-5-0012,,,,WEIGHT,Weight,"GLAND, PROSTATE",1.256,g,184,M
T104244-5,T104244-5-0012,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.588,g,184,M
T104244-5,T104244-5-0012,,,,WEIGHT,Weight,HEART,1.372,g,184,M
T104244-5,T104244-5-0012,,,,WEIGHT,Weight,KIDNEY,2.462,g,184,M
T104244-5,T104244-5-0012,,,,WEIGHT,Weight,LIVER,11.9,g,184,M
T104244-5,T104244-5-0012,,,,WEIGHT,Weight,SPLEEN,0.731,g,184,M
T104244-5,T104244-5-0012,,,,WEIGHT,Weight,TESTIS,4.175,g,184,M
T104244-5,T104244-5-0012,,,,WEIGHT,Weight,THYMUS,0.213,g,184,M
T104244-5,T104244-5-0014,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.48949,%,184,M
T104244-5,T104244-5-0014,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.35024,%,184,M
T104244-5,T104244-5-0014,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.0116,%,184,M
T104244-5,T104244-5-0014,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.30241,%,184,M
T104244-5,T104244-5-0014,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.40684,%,184,M
T104244-5,T104244-5-0014,,,,OWBW,Organ to Body Weight Ratio,HEART,0.34882,%,184,M
T104244-5,T104244-5-0014,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.67397,%,184,M
T104244-5,T104244-5-0014,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.3078,%,184,M
T104244-5,T104244-5-0014,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.13025,%,184,M
T104244-5,T104244-5-0014,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.83713,%,184,M
T104244-5,T104244-5-0014,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.04642,%,184,M
T104244-5,T104244-5-0014,,,,WEIGHT,Weight,BRAIN,2.067,g,184,M
T104244-5,T104244-5-0014,,,,WEIGHT,Weight,EPIDIDYMIS,1.479,g,184,M
T104244-5,T104244-5-0014,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.049,g,184,M
T104244-5,T104244-5-0014,,,,WEIGHT,Weight,"GLAND, PROSTATE",1.277,g,184,M
T104244-5,T104244-5-0014,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.718,g,184,M
T104244-5,T104244-5-0014,,,,WEIGHT,Weight,HEART,1.473,g,184,M
T104244-5,T104244-5-0014,,,,WEIGHT,Weight,KIDNEY,2.846,g,184,M
T104244-5,T104244-5-0014,,,,WEIGHT,Weight,LIVER,13.968,g,184,M
T104244-5,T104244-5-0014,,,,WEIGHT,Weight,SPLEEN,0.55,g,184,M
T104244-5,T104244-5-0014,,,,WEIGHT,Weight,TESTIS,3.535,g,184,M
T104244-5,T104244-5-0014,,,,WEIGHT,Weight,THYMUS,0.196,g,184,M
T104244-5,T104244-5-0084,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.77632,%,185,F
T104244-5,T104244-5-0084,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.02454,%,185,F
T104244-5,T104244-5-0084,,,,OWBW,Organ to Body Weight Ratio,HEART,0.2356,%,185,F
T104244-5,T104244-5-0084,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.65566,%,185,F
T104244-5,T104244-5-0084,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.4664,%,185,F
T104244-5,T104244-5-0084,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.06503,%,185,F
T104244-5,T104244-5-0084,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20778,%,185,F
T104244-5,T104244-5-0084,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.12066,%,185,F
T104244-5,T104244-5-0084,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.28999,%,185,F
T104244-5,T104244-5-0084,,,,WEIGHT,Weight,BRAIN,1.898,g,185,F
T104244-5,T104244-5-0084,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.06,g,185,F
T104244-5,T104244-5-0084,,,,WEIGHT,Weight,HEART,0.576,g,185,F
T104244-5,T104244-5-0084,,,,WEIGHT,Weight,KIDNEY,1.603,g,185,F
T104244-5,T104244-5-0084,,,,WEIGHT,Weight,LIVER,8.475,g,185,F
T104244-5,T104244-5-0084,,,,WEIGHT,Weight,OVARY,0.159,g,185,F
T104244-5,T104244-5-0084,,,,WEIGHT,Weight,SPLEEN,0.508,g,185,F
T104244-5,T104244-5-0084,,,,WEIGHT,Weight,THYMUS,0.295,g,185,F
T104244-5,T104244-5-0084,,,,WEIGHT,Weight,UTERUS,0.709,g,185,F
T104244-5,T104244-5-0009,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.86867,%,184,M
T104244-5,T104244-5-0009,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.08298,%,184,M
T104244-5,T104244-5-0009,,,,WEIGHT,Weight,BRAIN,2.032,g,184,M
T104244-5,T104244-5-0009,,,,WEIGHT,Weight,EPIDIDYMIS,1.258,g,184,M
T104244-5,T104244-5-0009,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.036,g,184,M
T104244-5,T104244-5-0009,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.925,g,184,M
T104244-5,T104244-5-0009,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.146,g,184,M
T104244-5,T104244-5-0009,,,,WEIGHT,Weight,HEART,1.209,g,184,M
T104244-5,T104244-5-0009,,,,WEIGHT,Weight,KIDNEY,2.172,g,184,M
T104244-5,T104244-5-0009,,,,WEIGHT,Weight,LIVER,12.332,g,184,M
T104244-5,T104244-5-0009,,,,WEIGHT,Weight,SPLEEN,0.657,g,184,M
T104244-5,T104244-5-0009,,,,WEIGHT,Weight,TESTIS,3.486,g,184,M
T104244-5,T104244-5-0009,,,,WEIGHT,Weight,THYMUS,0.333,g,184,M
T104244-5,T104244-5-0009,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.50635,%,184,M
T104244-5,T104244-5-0009,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.31348,%,184,M
T104244-5,T104244-5-0009,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.00897,%,184,M
T104244-5,T104244-5-0009,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.2305,%,184,M
T104244-5,T104244-5-0009,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.28557,%,184,M
T104244-5,T104244-5-0009,,,,OWBW,Organ to Body Weight Ratio,HEART,0.30127,%,184,M
T104244-5,T104244-5-0009,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.54124,%,184,M
T104244-5,T104244-5-0009,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.073,%,184,M
T104244-5,T104244-5-0009,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.16372,%,184,M
T104244-5,T104244-5-0011,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.55312,%,184,M
T104244-5,T104244-5-0011,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.43681,%,184,M
T104244-5,T104244-5-0011,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01009,%,184,M
T104244-5,T104244-5-0011,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.23075,%,184,M
T104244-5,T104244-5-0011,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.37149,%,184,M
T104244-5,T104244-5-0011,,,,OWBW,Organ to Body Weight Ratio,HEART,0.24881,%,184,M
T104244-5,T104244-5-0011,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.7082,%,184,M
T104244-5,T104244-5-0011,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.3517,%,184,M
T104244-5,T104244-5-0011,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.14897,%,184,M
T104244-5,T104244-5-0011,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.96737,%,184,M
T104244-5,T104244-5-0011,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.07063,%,184,M
T104244-5,T104244-5-0011,,,,WEIGHT,Weight,BRAIN,2.083,g,184,M
T104244-5,T104244-5-0011,,,,WEIGHT,Weight,EPIDIDYMIS,1.645,g,184,M
T104244-5,T104244-5-0011,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.038,g,184,M
T104244-5,T104244-5-0011,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.869,g,184,M
T104244-5,T104244-5-0011,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.399,g,184,M
T104244-5,T104244-5-0011,,,,WEIGHT,Weight,HEART,0.937,g,184,M
T104244-5,T104244-5-0011,,,,WEIGHT,Weight,KIDNEY,2.667,g,184,M
T104244-5,T104244-5-0011,,,,WEIGHT,Weight,LIVER,12.622,g,184,M
T104244-5,T104244-5-0011,,,,WEIGHT,Weight,SPLEEN,0.561,g,184,M
T104244-5,T104244-5-0011,,,,WEIGHT,Weight,TESTIS,3.643,g,184,M
T104244-5,T104244-5-0011,,,,WEIGHT,Weight,THYMUS,0.266,g,184,M
T104244-5,T104244-5-0003,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.55234,%,183,M
T104244-5,T104244-5-0003,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.41825,%,183,M
T104244-5,T104244-5-0003,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01575,%,183,M
T104244-5,T104244-5-0003,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.32009,%,183,M
T104244-5,T104244-5-0003,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.32648,%,183,M
T104244-5,T104244-5-0003,,,,OWBW,Organ to Body Weight Ratio,HEART,0.34518,%,183,M
T104244-5,T104244-5-0003,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.60327,%,183,M
T104244-5,T104244-5-0003,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.1421,%,183,M
T104244-5,T104244-5-0003,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21036,%,183,M
T104244-5,T104244-5-0003,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.9952,%,183,M
T104244-5,T104244-5-0003,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.07627,%,183,M
T104244-5,T104244-5-0003,,,,WEIGHT,Weight,BRAIN,2.245,g,183,M
T104244-5,T104244-5-0003,,,,WEIGHT,Weight,EPIDIDYMIS,1.7,g,183,M
T104244-5,T104244-5-0003,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.064,g,183,M
T104244-5,T104244-5-0003,,,,WEIGHT,Weight,"GLAND, PROSTATE",1.301,g,183,M
T104244-5,T104244-5-0003,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.327,g,183,M
T104244-5,T104244-5-0003,,,,WEIGHT,Weight,HEART,1.403,g,183,M
T104244-5,T104244-5-0003,,,,WEIGHT,Weight,KIDNEY,2.452,g,183,M
T104244-5,T104244-5-0003,,,,WEIGHT,Weight,LIVER,12.771,g,183,M
T104244-5,T104244-5-0003,,,,WEIGHT,Weight,SPLEEN,0.855,g,183,M
T104244-5,T104244-5-0003,,,,WEIGHT,Weight,TESTIS,4.045,g,183,M
T104244-5,T104244-5-0003,,,,WEIGHT,Weight,THYMUS,0.31,g,183,M
T104244-5,T104244-5-0020,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.59582,%,185,M
T104244-5,T104244-5-0020,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.45044,%,185,M
T104244-5,T104244-5-0020,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01284,%,185,M
T104244-5,T104244-5-0020,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.33552,%,185,M
T104244-5,T104244-5-0020,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.42865,%,185,M
T104244-5,T104244-5-0020,,,,OWBW,Organ to Body Weight Ratio,HEART,0.29045,%,185,M
T104244-5,T104244-5-0020,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.67283,%,185,M
T104244-5,T104244-5-0020,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.2689,%,185,M
T104244-5,T104244-5-0020,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.14836,%,185,M
T104244-5,T104244-5-0020,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.097,%,185,M
T104244-5,T104244-5-0020,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.09075,%,185,M
T104244-5,T104244-5-0020,,,,WEIGHT,Weight,BRAIN,1.996,g,185,M
T104244-5,T104244-5-0020,,,,WEIGHT,Weight,EPIDIDYMIS,1.509,g,185,M
T104244-5,T104244-5-0020,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.043,g,185,M
T104244-5,T104244-5-0020,,,,WEIGHT,Weight,"GLAND, PROSTATE",1.124,g,185,M
T104244-5,T104244-5-0020,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.436,g,185,M
T104244-5,T104244-5-0020,,,,WEIGHT,Weight,HEART,0.973,g,185,M
T104244-5,T104244-5-0020,,,,WEIGHT,Weight,KIDNEY,2.254,g,185,M
T104244-5,T104244-5-0020,,,,WEIGHT,Weight,LIVER,10.951,g,185,M
T104244-5,T104244-5-0020,,,,WEIGHT,Weight,SPLEEN,0.497,g,185,M
T104244-5,T104244-5-0020,,,,WEIGHT,Weight,TESTIS,3.675,g,185,M
T104244-5,T104244-5-0020,,,,WEIGHT,Weight,THYMUS,0.304,g,185,M
T104244-5,T104244-5-0082,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.72906,%,185,F
T104244-5,T104244-5-0082,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.02664,%,185,F
T104244-5,T104244-5-0082,,,,OWBW,Organ to Body Weight Ratio,HEART,0.32038,%,185,F
T104244-5,T104244-5-0082,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.69987,%,185,F
T104244-5,T104244-5-0082,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.3837,%,185,F
T104244-5,T104244-5-0082,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.04853,%,185,F
T104244-5,T104244-5-0082,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.23061,%,185,F
T104244-5,T104244-5-0082,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.12297,%,185,F
T104244-5,T104244-5-0082,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.3295,%,185,F
T104244-5,T104244-5-0082,,,,WEIGHT,Weight,BRAIN,1.998,g,185,F
T104244-5,T104244-5-0082,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.073,g,185,F
T104244-5,T104244-5-0082,,,,WEIGHT,Weight,HEART,0.878,g,185,F
T104244-5,T104244-5-0082,,,,WEIGHT,Weight,KIDNEY,1.918,g,185,F
T104244-5,T104244-5-0082,,,,WEIGHT,Weight,LIVER,9.273,g,185,F
T104244-5,T104244-5-0082,,,,WEIGHT,Weight,OVARY,0.133,g,185,F
T104244-5,T104244-5-0082,,,,WEIGHT,Weight,SPLEEN,0.632,g,185,F
T104244-5,T104244-5-0082,,,,WEIGHT,Weight,THYMUS,0.337,g,185,F
T104244-5,T104244-5-0082,,,,WEIGHT,Weight,UTERUS,0.903,g,185,F
T104244-5,T104244-5-0019,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.00025,%,185,M
T104244-5,T104244-5-0019,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.36815,%,185,M
T104244-5,T104244-5-0019,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.00795,%,185,M
T104244-5,T104244-5-0019,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.20643,%,185,M
T104244-5,T104244-5-0019,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.24369,%,185,M
T104244-5,T104244-5-0019,,,,OWBW,Organ to Body Weight Ratio,HEART,0.28021,%,185,M
T104244-5,T104244-5-0019,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.61681,%,185,M
T104244-5,T104244-5-0019,,,,OWBW,Organ to Body Weight Ratio,LIVER,2.9233,%,185,M
T104244-5,T104244-5-0019,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.14632,%,185,M
T104244-5,T104244-5-0019,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.89628,%,185,M
T104244-5,T104244-5-0019,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.08446,%,185,M
T104244-5,T104244-5-0019,Y,,,WEIGHT,Weight,BRAIN,0.001,g,185,M
T104244-5,T104244-5-0019,,,,WEIGHT,Weight,EPIDIDYMIS,1.482,g,185,M
T104244-5,T104244-5-0019,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.032,g,185,M
T104244-5,T104244-5-0019,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.831,g,185,M
T104244-5,T104244-5-0019,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",0.981,g,185,M
T104244-5,T104244-5-0019,,,,WEIGHT,Weight,HEART,1.128,g,185,M
T104244-5,T104244-5-0019,,,,WEIGHT,Weight,KIDNEY,2.483,g,185,M
T104244-5,T104244-5-0019,,,,WEIGHT,Weight,LIVER,11.768,g,185,M
T104244-5,T104244-5-0019,,,,WEIGHT,Weight,SPLEEN,0.589,g,185,M
T104244-5,T104244-5-0019,,,,WEIGHT,Weight,TESTIS,3.608,g,185,M
T104244-5,T104244-5-0019,,,,WEIGHT,Weight,THYMUS,0.34,g,185,M
T104244-5,T104244-5-0001,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.50662,%,183,M
T104244-5,T104244-5-0001,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.26859,%,183,M
T104244-5,T104244-5-0001,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01264,%,183,M
T104244-5,T104244-5-0001,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.24309,%,183,M
T104244-5,T104244-5-0001,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.36785,%,183,M
T104244-5,T104244-5-0001,,,,OWBW,Organ to Body Weight Ratio,HEART,0.28628,%,183,M
T104244-5,T104244-5-0001,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.61507,%,183,M
T104244-5,T104244-5-0001,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.3033,%,183,M
T104244-5,T104244-5-0001,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.15739,%,183,M
T104244-5,T104244-5-0001,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.64264,%,183,M
T104244-5,T104244-5-0001,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.06617,%,183,M
T104244-5,T104244-5-0001,,,,WEIGHT,Weight,BRAIN,2.205,g,183,M
T104244-5,T104244-5-0001,,,,WEIGHT,Weight,EPIDIDYMIS,1.169,g,183,M
T104244-5,T104244-5-0001,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.055,g,183,M
T104244-5,T104244-5-0001,,,,WEIGHT,Weight,"GLAND, PROSTATE",1.058,g,183,M
T104244-5,T104244-5-0001,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.601,g,183,M
T104244-5,T104244-5-0001,,,,WEIGHT,Weight,HEART,1.246,g,183,M
T104244-5,T104244-5-0001,,,,WEIGHT,Weight,KIDNEY,2.677,g,183,M
T104244-5,T104244-5-0001,,,,WEIGHT,Weight,LIVER,14.377,g,183,M
T104244-5,T104244-5-0001,,,,WEIGHT,Weight,SPLEEN,0.685,g,183,M
T104244-5,T104244-5-0001,,,,WEIGHT,Weight,TESTIS,2.797,g,183,M
T104244-5,T104244-5-0001,,,,WEIGHT,Weight,THYMUS,0.288,g,183,M
T104244-5,T104244-5-0096,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.76187,%,189,F
