SPREFID,USUBJID,OMEXCLFL,OMSTAT,OMREASND,OMTESTCD,OMTEST,OMSPEC,OMSTRES,OMSTRESU,OMDY,SEX
T105521-4,T105521-4-0007,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.2784,%,30,M
T105521-4,T105521-4-0007,,,,WEIGHT,Weight,KIDNEYS,2.351,g,30,M
T105521-4,T105521-4-0007,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.7301,%,30,M
T105521-4,T105521-4-0007,,,,WEIGHT,Weight,TESTES,3.689,g,30,M
T105521-4,T105521-4-0007,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.1456,%,30,M
T105521-4,T105521-4-0007,,,,WEIGHT,Weight,EPIDIDYMIDES,1.262,g,30,M
T105521-4,T105521-4-0007,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.39191,%,30,M
T105521-4,T105521-4-0007,,,,WEIGHT,Weight,PROSTATE GLAND,0.569,g,30,M
T105521-4,T105521-4-0007,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.1767,%,30,M
T105521-4,T105521-4-0007,,,,WEIGHT,Weight,SEMINAL VESICLES,0.847,g,30,M
T105521-4,T105521-4-0007,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.26304,%,30,M
T105521-4,T105521-4-0007,,,,WEIGHT,Weight,ADRENAL GLANDS,0.087,g,30,M
T105521-4,T105521-4-0007,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02702,%,30,M
T105521-4,T105521-4-0007,,,,WEIGHT,Weight,SPLEEN,0.528,g,30,M
T105521-4,T105521-4-0007,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.16397,%,30,M
T105521-4,T105521-4-0007,,,,WEIGHT,Weight,THYMUS,0.522,g,30,M
T105521-4,T105521-4-0007,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.62545,%,30,M
T105521-4,T105521-4-0019,,,,WEIGHT,Weight,BRAIN,1.922,g,44,M
T105521-4,T105521-4-0019,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.15771,%,44,M
T105521-4,T105521-4-0019,,,,WEIGHT,Weight,HEART,1.07,g,44,M
T105521-4,T105521-4-0019,,,,OWBW,Organ to Body Weight Ratio,HEART,0.32143,%,44,M
T105521-4,T105521-4-0019,,,,WEIGHT,Weight,LIVER,12.194,g,44,M
T105521-4,T105521-4-0019,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.6631,%,44,M
T105521-4,T105521-4-0019,,,,WEIGHT,Weight,KIDNEYS,2.045,g,44,M
T105521-4,T105521-4-0019,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.61432,%,44,M
T105521-4,T105521-4-0019,,,,WEIGHT,Weight,TESTES,3.257,g,44,M
T105521-4,T105521-4-0019,,,,OWBW,Organ to Body Weight Ratio,TESTES,0.9784,%,44,M
T105521-4,T105521-4-0019,,,,WEIGHT,Weight,EPIDIDYMIDES,1.049,g,44,M
T105521-4,T105521-4-0019,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.31512,%,44,M
T105521-4,T105521-4-0019,,,,WEIGHT,Weight,PROSTATE GLAND,0.712,g,44,M
T105521-4,T105521-4-0019,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.21388,%,44,M
T105521-4,T105521-4-0019,,,,WEIGHT,Weight,SEMINAL VESICLES,0.949,g,44,M
T105521-4,T105521-4-0019,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.28508,%,44,M
T105521-4,T105521-4-0019,,,,WEIGHT,Weight,ADRENAL GLANDS,0.05,g,44,M
T105521-4,T105521-4-0019,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01502,%,44,M
T105521-4,T105521-4-0019,,,,WEIGHT,Weight,SPLEEN,0.604,g,44,M
T105521-4,T105521-4-0019,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18144,%,44,M
T105521-4,T105521-4-0019,,,,WEIGHT,Weight,THYMUS,0.525,g,44,M
T105521-4,T105521-4-0019,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.57737,%,44,M
T105521-4,T105521-4-0088,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.71464,%,44,F
T105521-4,T105521-4-0088,,,,WEIGHT,Weight,KIDNEYS,1.602,g,44,F
T105521-4,T105521-4-0088,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.7891,%,44,F
T105521-4,T105521-4-0088,,,,WEIGHT,Weight,LIVER,8.494,g,44,F
T105521-4,T105521-4-0088,,,,OWBW,Organ to Body Weight Ratio,HEART,0.31316,%,44,F
T105521-4,T105521-4-0088,,,,WEIGHT,Weight,HEART,0.702,g,44,F
T105521-4,T105521-4-0088,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.85203,%,44,F
T105521-4,T105521-4-0088,,,,WEIGHT,Weight,BRAIN,1.91,g,44,F
T105521-4,T105521-4-0088,,,,WEIGHT,Weight,OVARIES,0.221,g,44,F
T105521-4,T105521-4-0088,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.21769,%,44,F
T105521-4,T105521-4-0088,,,,WEIGHT,Weight,THYMUS,0.488,g,44,F
T105521-4,T105521-4-0088,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20609,%,44,F
T105521-4,T105521-4-0088,,,,WEIGHT,Weight,SPLEEN,0.462,g,44,F
T105521-4,T105521-4-0088,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.04327,%,44,F
T105521-4,T105521-4-0088,,,,WEIGHT,Weight,ADRENAL GLANDS,0.097,g,44,F
T105521-4,T105521-4-0088,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.48044,%,44,F
T105521-4,T105521-4-0088,,,,WEIGHT,Weight,UTERUS,1.077,g,44,F
T105521-4,T105521-4-0088,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.09859,%,44,F
T105521-4,T105521-4-0003,,,,WEIGHT,Weight,THYMUS,0.69,g,30,M
T105521-4,T105521-4-0003,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21323,%,30,M
T105521-4,T105521-4-0003,,,,WEIGHT,Weight,BRAIN,1.944,g,30,M
T105521-4,T105521-4-0003,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.60868,%,30,M
T105521-4,T105521-4-0003,,,,WEIGHT,Weight,HEART,1.082,g,30,M
T105521-4,T105521-4-0003,,,,OWBW,Organ to Body Weight Ratio,HEART,0.33878,%,30,M
T105521-4,T105521-4-0003,,,,WEIGHT,Weight,LIVER,13.541,g,30,M
T105521-4,T105521-4-0003,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.2398,%,30,M
T105521-4,T105521-4-0003,,,,WEIGHT,Weight,KIDNEYS,2.238,g,30,M
T105521-4,T105521-4-0003,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.70073,%,30,M
T105521-4,T105521-4-0003,,,,WEIGHT,Weight,TESTES,2.986,g,30,M
T105521-4,T105521-4-0003,,,,OWBW,Organ to Body Weight Ratio,TESTES,0.93494,%,30,M
T105521-4,T105521-4-0003,,,,WEIGHT,Weight,EPIDIDYMIDES,1.066,g,30,M
T105521-4,T105521-4-0003,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.33377,%,30,M
T105521-4,T105521-4-0003,,,,WEIGHT,Weight,PROSTATE GLAND,0.668,g,30,M
T105521-4,T105521-4-0003,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.20916,%,30,M
T105521-4,T105521-4-0003,,,,WEIGHT,Weight,SEMINAL VESICLES,0.84,g,30,M
T105521-4,T105521-4-0003,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.26301,%,30,M
T105521-4,T105521-4-0003,,,,WEIGHT,Weight,ADRENAL GLANDS,0.057,g,30,M
T105521-4,T105521-4-0003,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01785,%,30,M
T105521-4,T105521-4-0003,,,,WEIGHT,Weight,SPLEEN,0.681,g,30,M
T105521-4,T105521-4-0003,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.21604,%,30,M
T105521-4,T105521-4-0004,,,,WEIGHT,Weight,BRAIN,1.929,g,30,M
T105521-4,T105521-4-0004,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.12747,%,30,M
T105521-4,T105521-4-0004,,,,WEIGHT,Weight,HEART,0.846,g,30,M
T105521-4,T105521-4-0004,,,,OWBW,Organ to Body Weight Ratio,HEART,0.28757,%,30,M
T105521-4,T105521-4-0004,,,,WEIGHT,Weight,LIVER,10.03,g,30,M
T105521-4,T105521-4-0004,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.4094,%,30,M
T105521-4,T105521-4-0004,,,,WEIGHT,Weight,KIDNEYS,2.101,g,30,M
T105521-4,T105521-4-0004,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.71416,%,30,M
T105521-4,T105521-4-0004,,,,WEIGHT,Weight,TESTES,3.186,g,30,M
T105521-4,T105521-4-0004,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.083,%,30,M
T105521-4,T105521-4-0004,,,,WEIGHT,Weight,EPIDIDYMIDES,1.004,g,30,M
T105521-4,T105521-4-0004,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.34128,%,30,M
T105521-4,T105521-4-0004,,,,WEIGHT,Weight,PROSTATE GLAND,0.684,g,30,M
T105521-4,T105521-4-0004,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.2325,%,30,M
T105521-4,T105521-4-0004,,,,WEIGHT,Weight,SEMINAL VESICLES,1.166,g,30,M
T105521-4,T105521-4-0004,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.39634,%,30,M
T105521-4,T105521-4-0004,,,,WEIGHT,Weight,ADRENAL GLANDS,0.059,g,30,M
T105521-4,T105521-4-0004,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02006,%,30,M
T105521-4,T105521-4-0004,,,,WEIGHT,Weight,SPLEEN,0.557,g,30,M
T105521-4,T105521-4-0004,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18933,%,30,M
T105521-4,T105521-4-0004,,,,WEIGHT,Weight,THYMUS,0.375,g,30,M
T105521-4,T105521-4-0004,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.6557,%,30,M
T105521-4,T105521-4-0076,,,,WEIGHT,Weight,BRAIN,2.054,g,31,F
T105521-4,T105521-4-0076,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.8564,%,31,F
T105521-4,T105521-4-0076,,,,WEIGHT,Weight,HEART,0.909,g,31,F
T105521-4,T105521-4-0076,,,,OWBW,Organ to Body Weight Ratio,HEART,0.379,%,31,F
T105521-4,T105521-4-0076,,,,WEIGHT,Weight,LIVER,9.808,g,31,F
T105521-4,T105521-4-0076,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.0894,%,31,F
T105521-4,T105521-4-0076,,,,WEIGHT,Weight,KIDNEYS,1.681,g,31,F
T105521-4,T105521-4-0076,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.70088,%,31,F
T105521-4,T105521-4-0076,,,,WEIGHT,Weight,OVARIES,0.158,g,31,F
T105521-4,T105521-4-0076,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.06588,%,31,F
T105521-4,T105521-4-0076,,,,WEIGHT,Weight,UTERUS,0.725,g,31,F
T105521-4,T105521-4-0076,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.30228,%,31,F
T105521-4,T105521-4-0076,,,,WEIGHT,Weight,ADRENAL GLANDS,0.067,g,31,F
T105521-4,T105521-4-0076,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02794,%,31,F
T105521-4,T105521-4-0076,,,,WEIGHT,Weight,SPLEEN,0.513,g,31,F
T105521-4,T105521-4-0076,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21389,%,31,F
T105521-4,T105521-4-0076,,,,WEIGHT,Weight,THYMUS,0.583,g,31,F
T105521-4,T105521-4-0076,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.24308,%,31,F
T105521-4,T105521-4-0091,,,,WEIGHT,Weight,BRAIN,1.852,g,44,F
T105521-4,T105521-4-0091,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.82634,%,44,F
T105521-4,T105521-4-0091,,,,WEIGHT,Weight,HEART,0.919,g,44,F
T105521-4,T105521-4-0091,,,,OWBW,Organ to Body Weight Ratio,HEART,0.41005,%,44,F
T105521-4,T105521-4-0091,,,,WEIGHT,Weight,LIVER,8.701,g,44,F
T105521-4,T105521-4-0091,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.8823,%,44,F
T105521-4,T105521-4-0091,,,,WEIGHT,Weight,KIDNEYS,1.501,g,44,F
T105521-4,T105521-4-0091,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.66973,%,44,F
T105521-4,T105521-4-0091,,,,WEIGHT,Weight,OVARIES,0.158,g,44,F
T105521-4,T105521-4-0091,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.0705,%,44,F
T105521-4,T105521-4-0091,,,,WEIGHT,Weight,UTERUS,0.865,g,44,F
T105521-4,T105521-4-0091,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.38595,%,44,F
T105521-4,T105521-4-0091,,,,WEIGHT,Weight,ADRENAL GLANDS,0.07,g,44,F
T105521-4,T105521-4-0091,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03123,%,44,F
T105521-4,T105521-4-0091,,,,WEIGHT,Weight,SPLEEN,0.447,g,44,F
T105521-4,T105521-4-0091,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.19945,%,44,F
T105521-4,T105521-4-0091,,,,WEIGHT,Weight,THYMUS,0.304,g,44,F
T105521-4,T105521-4-0091,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.13564,%,44,F
T105521-4,T105521-4-0014,,,,WEIGHT,Weight,BRAIN,2.087,g,44,M
T105521-4,T105521-4-0014,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.13923,%,44,M
T105521-4,T105521-4-0014,,,,WEIGHT,Weight,HEART,1.144,g,44,M
T105521-4,T105521-4-0014,,,,OWBW,Organ to Body Weight Ratio,HEART,0.30689,%,44,M
T105521-4,T105521-4-0014,,,,WEIGHT,Weight,LIVER,13.456,g,44,M
T105521-4,T105521-4-0014,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.6097,%,44,M
T105521-4,T105521-4-0014,,,,WEIGHT,Weight,KIDNEYS,2.395,g,44,M
T105521-4,T105521-4-0014,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.64249,%,44,M
T105521-4,T105521-4-0014,,,,WEIGHT,Weight,TESTES,3.329,g,44,M
T105521-4,T105521-4-0014,,,,OWBW,Organ to Body Weight Ratio,TESTES,0.89304,%,44,M
T105521-4,T105521-4-0014,,,,WEIGHT,Weight,EPIDIDYMIDES,1.474,g,44,M
T105521-4,T105521-4-0014,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.39542,%,44,M
T105521-4,T105521-4-0014,,,,WEIGHT,Weight,PROSTATE GLAND,0.834,g,44,M
T105521-4,T105521-4-0014,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.22373,%,44,M
T105521-4,T105521-4-0014,,,,WEIGHT,Weight,SEMINAL VESICLES,1.307,g,44,M
T105521-4,T105521-4-0014,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.35062,%,44,M
T105521-4,T105521-4-0014,,,,WEIGHT,Weight,ADRENAL GLANDS,0.066,g,44,M
T105521-4,T105521-4-0014,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01771,%,44,M
T105521-4,T105521-4-0014,,,,WEIGHT,Weight,SPLEEN,0.615,g,44,M
T105521-4,T105521-4-0014,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.16498,%,44,M
T105521-4,T105521-4-0014,,,,WEIGHT,Weight,THYMUS,0.519,g,44,M
T105521-4,T105521-4-0014,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.55986,%,44,M
T105521-4,T105521-4-0017,,,,WEIGHT,Weight,BRAIN,2.049,g,44,M
T105521-4,T105521-4-0017,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.18188,%,44,M
T105521-4,T105521-4-0017,,,,WEIGHT,Weight,HEART,1.087,g,44,M
T105521-4,T105521-4-0017,,,,OWBW,Organ to Body Weight Ratio,HEART,0.31482,%,44,M
T105521-4,T105521-4-0017,,,,WEIGHT,Weight,LIVER,12.694,g,44,M
T105521-4,T105521-4-0017,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.6764,%,44,M
T105521-4,T105521-4-0017,,,,WEIGHT,Weight,KIDNEYS,2.421,g,44,M
T105521-4,T105521-4-0017,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.70117,%,44,M
T105521-4,T105521-4-0017,,,,WEIGHT,Weight,TESTES,3.49,g,44,M
T105521-4,T105521-4-0017,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.0108,%,44,M
T105521-4,T105521-4-0017,,,,WEIGHT,Weight,EPIDIDYMIDES,1.188,g,44,M
T105521-4,T105521-4-0017,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.34407,%,44,M
T105521-4,T105521-4-0017,,,,WEIGHT,Weight,PROSTATE GLAND,0.899,g,44,M
T105521-4,T105521-4-0017,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.26037,%,44,M
T105521-4,T105521-4-0017,,,,WEIGHT,Weight,SEMINAL VESICLES,0.974,g,44,M
T105521-4,T105521-4-0017,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.28209,%,44,M
T105521-4,T105521-4-0017,,,,WEIGHT,Weight,ADRENAL GLANDS,0.065,g,44,M
T105521-4,T105521-4-0017,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01883,%,44,M
T105521-4,T105521-4-0017,,,,WEIGHT,Weight,SPLEEN,0.663,g,44,M
T105521-4,T105521-4-0017,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.19202,%,44,M
T105521-4,T105521-4-0017,,,,WEIGHT,Weight,THYMUS,0.628,g,44,M
T105521-4,T105521-4-0017,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.59343,%,44,M
T105521-4,T105521-4-0082,,,,WEIGHT,Weight,BRAIN,1.873,g,32,F
T105521-4,T105521-4-0082,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.83792,%,32,F
T105521-4,T105521-4-0082,,,,WEIGHT,Weight,HEART,0.925,g,32,F
T105521-4,T105521-4-0082,,,,OWBW,Organ to Body Weight Ratio,HEART,0.41381,%,32,F
T105521-4,T105521-4-0082,,,,WEIGHT,Weight,LIVER,9.296,g,32,F
T105521-4,T105521-4-0082,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.1587,%,32,F
T105521-4,T105521-4-0082,,,,WEIGHT,Weight,KIDNEYS,1.704,g,32,F
T105521-4,T105521-4-0082,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.76231,%,32,F
T105521-4,T105521-4-0082,,,,WEIGHT,Weight,OVARIES,0.159,g,32,F
T105521-4,T105521-4-0082,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.07113,%,32,F
T105521-4,T105521-4-0082,,,,WEIGHT,Weight,UTERUS,1.093,g,32,F
T105521-4,T105521-4-0082,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.48897,%,32,F
T105521-4,T105521-4-0082,,,,WEIGHT,Weight,ADRENAL GLANDS,0.11,g,32,F
T105521-4,T105521-4-0082,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.04921,%,32,F
T105521-4,T105521-4-0082,,,,WEIGHT,Weight,SPLEEN,0.491,g,32,F
T105521-4,T105521-4-0082,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21966,%,32,F
T105521-4,T105521-4-0082,,,,WEIGHT,Weight,THYMUS,0.417,g,32,F
T105521-4,T105521-4-0082,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.18655,%,32,F
T105521-4,T105521-4-0083,,,,WEIGHT,Weight,SPLEEN,0.476,g,32,F
T105521-4,T105521-4-0083,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20654,%,32,F
T105521-4,T105521-4-0083,,,,WEIGHT,Weight,THYMUS,0.4,g,32,F
T105521-4,T105521-4-0083,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.17357,%,32,F
T105521-4,T105521-4-0083,,,,WEIGHT,Weight,BRAIN,1.937,g,32,F
T105521-4,T105521-4-0083,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.84049,%,32,F
T105521-4,T105521-4-0083,,,,WEIGHT,Weight,HEART,0.823,g,32,F
T105521-4,T105521-4-0083,,,,OWBW,Organ to Body Weight Ratio,HEART,0.35711,%,32,F
T105521-4,T105521-4-0083,,,,WEIGHT,Weight,LIVER,10.975,g,32,F
T105521-4,T105521-4-0083,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.7622,%,32,F
T105521-4,T105521-4-0083,,,,WEIGHT,Weight,KIDNEYS,1.709,g,32,F
T105521-4,T105521-4-0083,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.74156,%,32,F
T105521-4,T105521-4-0083,,,,WEIGHT,Weight,OVARIES,0.155,g,32,F
T105521-4,T105521-4-0083,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.06726,%,32,F
T105521-4,T105521-4-0083,,,,WEIGHT,Weight,UTERUS,0.674,g,32,F
T105521-4,T105521-4-0083,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.29246,%,32,F
T105521-4,T105521-4-0083,,,,WEIGHT,Weight,ADRENAL GLANDS,0.092,g,32,F
T105521-4,T105521-4-0083,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03992,%,32,F
T105521-4,T105521-4-0080,,,,WEIGHT,Weight,ADRENAL GLANDS,0.083,g,31,F
T105521-4,T105521-4-0080,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.30789,%,31,F
T105521-4,T105521-4-0080,,,,WEIGHT,Weight,SPLEEN,0.646,g,31,F
T105521-4,T105521-4-0080,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.28454,%,31,F
T105521-4,T105521-4-0080,,,,WEIGHT,Weight,THYMUS,0.506,g,31,F
T105521-4,T105521-4-0080,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.22288,%,31,F
T105521-4,T105521-4-0080,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03656,%,31,F
T105521-4,T105521-4-0080,,,,WEIGHT,Weight,UTERUS,0.699,g,31,F
T105521-4,T105521-4-0080,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.0762,%,31,F
T105521-4,T105521-4-0080,,,,WEIGHT,Weight,OVARIES,0.173,g,31,F
T105521-4,T105521-4-0080,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.69594,%,31,F
T105521-4,T105521-4-0080,,,,WEIGHT,Weight,KIDNEYS,1.58,g,31,F
T105521-4,T105521-4-0080,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.7651,%,31,F
T105521-4,T105521-4-0080,,,,WEIGHT,Weight,LIVER,8.548,g,31,F
T105521-4,T105521-4-0080,,,,OWBW,Organ to Body Weight Ratio,HEART,0.38805,%,31,F
T105521-4,T105521-4-0080,,,,WEIGHT,Weight,HEART,0.881,g,31,F
T105521-4,T105521-4-0080,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.86905,%,31,F
T105521-4,T105521-4-0080,,,,WEIGHT,Weight,BRAIN,1.973,g,31,F
T105521-4,T105521-4-0002,,,,WEIGHT,Weight,BRAIN,1.957,g,30,M
T105521-4,T105521-4-0002,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.1064,%,30,M
T105521-4,T105521-4-0002,,,,WEIGHT,Weight,HEART,1.291,g,30,M
T105521-4,T105521-4-0002,,,,OWBW,Organ to Body Weight Ratio,HEART,0.4594,%,30,M
T105521-4,T105521-4-0002,,,,WEIGHT,Weight,LIVER,10.534,g,30,M
T105521-4,T105521-4-0002,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.7485,%,30,M
T105521-4,T105521-4-0002,,,,WEIGHT,Weight,KIDNEYS,2.197,g,30,M
T105521-4,T105521-4-0002,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.78179,%,30,M
T105521-4,T105521-4-0002,,,,WEIGHT,Weight,TESTES,3.536,g,30,M
T105521-4,T105521-4-0002,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.2583,%,30,M
T105521-4,T105521-4-0002,,,,WEIGHT,Weight,EPIDIDYMIDES,1.124,g,30,M
T105521-4,T105521-4-0002,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.39997,%,30,M
T105521-4,T105521-4-0002,,,,WEIGHT,Weight,PROSTATE GLAND,0.552,g,30,M
T105521-4,T105521-4-0002,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.19643,%,30,M
T105521-4,T105521-4-0002,,,,WEIGHT,Weight,SEMINAL VESICLES,1.036,g,30,M
T105521-4,T105521-4-0002,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.36866,%,30,M
T105521-4,T105521-4-0002,,,,WEIGHT,Weight,ADRENAL GLANDS,0.046,g,30,M
T105521-4,T105521-4-0002,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01637,%,30,M
T105521-4,T105521-4-0002,,,,WEIGHT,Weight,SPLEEN,0.487,g,30,M
T105521-4,T105521-4-0002,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.1733,%,30,M
T105521-4,T105521-4-0002,,,,WEIGHT,Weight,THYMUS,0.299,g,30,M
T105521-4,T105521-4-0002,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.69639,%,30,M
T105521-4,T105521-4-0008,,,,WEIGHT,Weight,BRAIN,2.101,g,32,M
T105521-4,T105521-4-0008,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.12763,%,32,M
T105521-4,T105521-4-0008,,,,WEIGHT,Weight,HEART,0.937,g,32,M
T105521-4,T105521-4-0008,,,,OWBW,Organ to Body Weight Ratio,HEART,0.29824,%,32,M
T105521-4,T105521-4-0008,,,,WEIGHT,Weight,LIVER,11.883,g,32,M
T105521-4,T105521-4-0008,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.7822,%,32,M
T105521-4,T105521-4-0008,,,,WEIGHT,Weight,KIDNEYS,2.423,g,32,M
T105521-4,T105521-4-0008,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.77121,%,32,M
T105521-4,T105521-4-0008,,,,WEIGHT,Weight,TESTES,3.269,g,32,M
T105521-4,T105521-4-0008,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.0405,%,32,M
T105521-4,T105521-4-0008,,,,WEIGHT,Weight,EPIDIDYMIDES,1.156,g,32,M
T105521-4,T105521-4-0008,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.36794,%,32,M
T105521-4,T105521-4-0008,,,,WEIGHT,Weight,PROSTATE GLAND,0.828,g,32,M
T105521-4,T105521-4-0008,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.26354,%,32,M
T105521-4,T105521-4-0008,,,,WEIGHT,Weight,SEMINAL VESICLES,1.306,g,32,M
